Font,Color Combination,Lens,Distance to Screen,Screen Brightness,Horizontal Angle,Vertical Angle,Exposure Time,Size,Lighting,Unprocessed Accuracy,Processed Accuracy
0,1,daheng_6mm,50,100,60,0,100,Medium,light,1.0,1.0
0,1,daheng_6mm,50,100,60,0,100,Small,light,0.0,0.0
0,2,daheng_6mm,50,100,60,0,100,Big,light,0.0,1.0
0,2,daheng_6mm,50,100,60,0,100,Medium,light,0.0,0.9
0,2,daheng_6mm,50,100,60,0,100,Small,light,0.0,0.03333333333333333
0,3,daheng_6mm,50,100,60,0,100,Big,light,1.0,1.0
0,3,daheng_6mm,50,100,60,0,100,Medium,light,0.8666666666666667,1.0
0,3,daheng_6mm,50,100,60,0,100,Small,light,0.0,0.0
1,0,daheng_6mm,50,100,60,0,100,Big,light,1.0,1.0
1,0,daheng_6mm,50,100,60,0,100,Medium,light,1.0,0.9333333333333333
1,0,daheng_6mm,50,100,60,0,100,Small,light,1.0,0.8
1,1,daheng_6mm,50,100,60,0,100,Big,light,1.0,1.0
1,1,daheng_6mm,50,100,60,0,100,Medium,light,1.0,1.0
1,1,daheng_6mm,50,100,60,0,100,Small,light,0.0,0.0
1,2,daheng_6mm,50,100,60,0,100,Big,light,0.0,1.0
1,2,daheng_6mm,50,100,60,0,100,Medium,light,0.0,1.0
1,2,daheng_6mm,50,100,60,0,100,Small,light,0.0,0.1
1,3,daheng_6mm,50,100,60,0,100,Big,light,1.0,1.0
1,3,daheng_6mm,50,100,60,0,100,Medium,light,1.0,1.0
1,3,daheng_6mm,50,100,60,0,100,Small,light,0.9,0.6
2,0,daheng_6mm,50,100,60,0,100,Big,light,1.0,1.0
2,0,daheng_6mm,50,100,60,0,100,Medium,light,0.9333333333333333,0.9
2,0,daheng_6mm,50,100,60,0,100,Small,light,1.0,0.0
2,1,daheng_6mm,50,100,60,0,100,Big,light,1.0,1.0
2,1,daheng_6mm,50,100,60,0,100,Medium,light,1.0,1.0
2,1,daheng_6mm,50,100,60,0,100,Small,light,0.1,0.0
2,2,daheng_6mm,50,100,60,0,100,Big,light,0.0,1.0
2,2,daheng_6mm,50,100,60,0,100,Medium,light,0.0,0.03333333333333333
2,2,daheng_6mm,50,100,60,0,100,Small,light,0.0,0.0
2,3,daheng_6mm,50,100,60,0,100,Big,light,0.8,1.0
2,3,daheng_6mm,50,100,60,0,100,Medium,light,1.0,1.0
2,3,daheng_6mm,50,100,60,0,100,Small,light,0.9333333333333333,0.9666666666666667
4,0,daheng_6mm,50,100,60,0,100,Big,light,0.6666666666666666,1.0
4,0,daheng_6mm,50,100,60,0,100,Medium,light,0.3,0.6
4,0,daheng_6mm,50,100,60,0,100,Small,light,0.0,0.03333333333333333
4,1,daheng_6mm,50,100,60,0,100,Big,light,0.5333333333333333,0.8333333333333334
4,1,daheng_6mm,50,100,60,0,100,Medium,light,0.2,0.6666666666666666
4,1,daheng_6mm,50,100,60,0,100,Small,light,0.0,0.0
4,2,daheng_6mm,50,100,60,0,100,Big,light,0.0,1.0
4,2,daheng_6mm,50,100,60,0,100,Medium,light,0.0,0.3
4,2,daheng_6mm,50,100,60,0,100,Small,light,0.0,0.0
4,3,daheng_6mm,50,100,60,0,100,Big,light,0.0,1.0
4,3,daheng_6mm,50,100,60,0,100,Medium,light,0.0,1.0
4,3,daheng_6mm,50,100,60,0,100,Small,light,0.0,0.0
0,0,daheng_6mm,75,100,0,0,100,Big,light,1.0,1.0
0,0,daheng_6mm,75,100,0,0,100,Medium,light,1.0,0.9
0,0,daheng_6mm,75,100,0,0,100,Small,light,0.9,0.0
0,1,daheng_6mm,75,100,0,0,100,Big,light,1.0,1.0
0,1,daheng_6mm,75,100,0,0,100,Medium,light,1.0,1.0
0,1,daheng_6mm,75,100,0,0,100,Small,light,0.0,0.0
0,2,daheng_6mm,75,100,0,0,100,Big,light,0.0,1.0
0,2,daheng_6mm,75,100,0,0,100,Medium,light,0.0,0.36666666666666664
0,2,daheng_6mm,75,100,0,0,100,Small,light,0.0,0.0
0,3,daheng_6mm,75,100,0,0,100,Big,light,1.0,1.0
0,3,daheng_6mm,75,100,0,0,100,Medium,light,1.0,1.0
0,3,daheng_6mm,75,100,0,0,100,Small,light,0.4666666666666667,0.8333333333333334
1,0,daheng_6mm,75,100,0,0,100,Big,light,1.0,1.0
1,0,daheng_6mm,75,100,0,0,100,Medium,light,1.0,1.0
1,0,daheng_6mm,75,100,0,0,100,Small,light,1.0,0.43333333333333335
1,1,daheng_6mm,75,100,0,0,100,Big,light,1.0,1.0
1,1,daheng_6mm,75,100,0,0,100,Medium,light,1.0,1.0
1,1,daheng_6mm,75,100,0,0,100,Small,light,0.0,0.0
1,2,daheng_6mm,75,100,0,0,100,Big,light,0.0,1.0
1,2,daheng_6mm,75,100,0,0,100,Medium,light,0.0,0.9333333333333333
1,2,daheng_6mm,75,100,0,0,100,Small,light,0.0,0.0
1,3,daheng_6mm,75,100,0,0,100,Big,light,1.0,1.0
1,3,daheng_6mm,75,100,0,0,100,Medium,light,1.0,1.0
1,3,daheng_6mm,75,100,0,0,100,Small,light,0.4,0.9666666666666667
2,0,daheng_6mm,75,100,0,0,100,Big,light,1.0,0.9666666666666667
2,0,daheng_6mm,75,100,0,0,100,Medium,light,1.0,1.0
2,0,daheng_6mm,75,100,0,0,100,Small,light,1.0,0.0
2,1,daheng_6mm,75,100,0,0,100,Big,light,1.0,1.0
2,1,daheng_6mm,75,100,0,0,100,Medium,light,1.0,1.0
2,1,daheng_6mm,75,100,0,0,100,Small,light,0.8333333333333334,0.0
2,2,daheng_6mm,75,100,0,0,100,Big,light,0.0,1.0
2,2,daheng_6mm,75,100,0,0,100,Medium,light,0.0,1.0
2,2,daheng_6mm,75,100,0,0,100,Small,light,0.0,0.0
2,3,daheng_6mm,75,100,0,0,100,Big,light,1.0,1.0
2,3,daheng_6mm,75,100,0,0,100,Medium,light,1.0,1.0
2,3,daheng_6mm,75,100,0,0,100,Small,light,0.9666666666666667,0.23333333333333334
4,0,daheng_6mm,75,100,0,0,100,Big,light,0.36666666666666664,1.0
4,0,daheng_6mm,75,100,0,0,100,Medium,light,0.1,0.6
4,0,daheng_6mm,75,100,0,0,100,Small,light,0.03333333333333333,0.0
4,1,daheng_6mm,75,100,0,0,100,Big,light,0.6333333333333333,1.0
4,1,daheng_6mm,75,100,0,0,100,Medium,light,0.03333333333333333,0.9333333333333333
4,1,daheng_6mm,75,100,0,0,100,Small,light,0.0,0.0
4,2,daheng_6mm,75,100,0,0,100,Big,light,0.0,1.0
4,2,daheng_6mm,75,100,0,0,100,Medium,light,0.0,0.16666666666666666
4,2,daheng_6mm,75,100,0,0,100,Small,light,0.0,0.0
4,3,daheng_6mm,75,100,0,0,100,Big,light,0.7,0.9666666666666667
4,3,daheng_6mm,75,100,0,0,100,Medium,light,1.0,0.9666666666666667
4,3,daheng_6mm,75,100,0,0,100,Small,light,0.0,0.0
0,0,daheng_6mm,75,100,0,60,100,Big,light,1.0,1.0
0,0,daheng_6mm,75,100,0,60,100,Medium,light,0.0,0.0
0,0,daheng_6mm,75,100,0,60,100,Small,light,0.0,0.0
0,1,daheng_6mm,75,100,0,60,100,Big,light,1.0,1.0
0,1,daheng_6mm,75,100,0,60,100,Medium,light,0.0,0.36666666666666664
0,1,daheng_6mm,75,100,0,60,100,Small,light,0.0,0.0
0,2,daheng_6mm,75,100,0,60,100,Big,light,0.0,0.0
0,2,daheng_6mm,75,100,0,60,100,Medium,light,0.0,0.0
0,2,daheng_6mm,75,100,0,60,100,Small,light,0.0,0.0
0,3,daheng_6mm,75,100,0,60,100,Big,light,1.0,1.0
0,3,daheng_6mm,75,100,0,60,100,Medium,light,0.0,0.0
0,3,daheng_6mm,75,100,0,60,100,Small,light,0.0,0.0
1,0,daheng_6mm,75,100,0,60,100,Big,light,1.0,1.0
1,0,daheng_6mm,75,100,0,60,100,Medium,light,1.0,0.0
1,0,daheng_6mm,75,100,0,60,100,Small,light,0.0,0.0
1,1,daheng_6mm,75,100,0,60,100,Big,light,1.0,1.0
1,1,daheng_6mm,75,100,0,60,100,Medium,light,0.7333333333333333,0.13333333333333333
1,1,daheng_6mm,75,100,0,60,100,Small,light,0.0,0.0
1,2,daheng_6mm,75,100,0,60,100,Big,light,0.0,0.4
1,2,daheng_6mm,75,100,0,60,100,Medium,light,0.0,0.0
1,2,daheng_6mm,75,100,0,60,100,Small,light,0.0,0.0
1,3,daheng_6mm,75,100,0,60,100,Big,light,1.0,1.0
1,3,daheng_6mm,75,100,0,60,100,Medium,light,0.03333333333333333,0.03333333333333333
1,3,daheng_6mm,75,100,0,60,100,Small,light,0.0,0.0
2,0,daheng_6mm,75,100,0,60,100,Big,light,1.0,0.7
2,0,daheng_6mm,75,100,0,60,100,Medium,light,1.0,0.16666666666666666
2,0,daheng_6mm,75,100,0,60,100,Small,light,0.0,0.0
2,1,daheng_6mm,75,100,0,60,100,Big,light,1.0,1.0
2,1,daheng_6mm,75,100,0,60,100,Medium,light,0.9333333333333333,0.8
2,1,daheng_6mm,75,100,0,60,100,Small,light,0.0,0.0
2,2,daheng_6mm,75,100,0,60,100,Big,light,0.0,0.6
2,2,daheng_6mm,75,100,0,60,100,Medium,light,0.0,0.0
2,2,daheng_6mm,75,100,0,60,100,Small,light,0.0,0.0
2,3,daheng_6mm,75,100,0,60,100,Big,light,1.0,1.0
2,3,daheng_6mm,75,100,0,60,100,Medium,light,1.0,1.0
2,3,daheng_6mm,75,100,0,60,100,Small,light,0.0,0.0
4,0,daheng_6mm,75,100,0,60,100,Big,light,0.1,0.26666666666666666
4,0,daheng_6mm,75,100,0,60,100,Medium,light,0.13333333333333333,0.9666666666666667
4,0,daheng_6mm,75,100,0,60,100,Small,light,0.0,0.0
4,1,daheng_6mm,75,100,0,60,100,Big,light,0.16666666666666666,0.8
4,1,daheng_6mm,75,100,0,60,100,Medium,light,0.0,0.06666666666666667
4,1,daheng_6mm,75,100,0,60,100,Small,light,0.0,0.0
4,2,daheng_6mm,75,100,0,60,100,Big,light,0.0,0.8333333333333334
4,2,daheng_6mm,75,100,0,60,100,Medium,light,0.0,0.0
4,2,daheng_6mm,75,100,0,60,100,Small,light,0.0,0.0
4,3,daheng_6mm,75,100,0,60,100,Big,light,0.0,0.23333333333333334
4,3,daheng_6mm,75,100,0,60,100,Medium,light,0.03333333333333333,0.03333333333333333
4,3,daheng_6mm,75,100,0,60,100,Small,light,0.0,0.0
0,0,daheng_6mm,75,100,60,0,100,Big,light,1.0,0.9333333333333333
0,0,daheng_6mm,75,100,60,0,100,Medium,light,0.5,0.0
0,0,daheng_6mm,75,100,60,0,100,Small,light,0.0,0.0
0,1,daheng_6mm,75,100,60,0,100,Big,light,1.0,1.0
0,1,daheng_6mm,75,100,60,0,100,Medium,light,0.0,0.7333333333333333
0,1,daheng_6mm,75,100,60,0,100,Small,light,0.0,0.0
0,2,daheng_6mm,75,100,60,0,100,Big,light,0.0,0.0
0,2,daheng_6mm,75,100,60,0,100,Medium,light,0.0,0.0
0,2,daheng_6mm,75,100,60,0,100,Small,light,0.0,0.0
0,3,daheng_6mm,75,100,60,0,100,Big,light,1.0,1.0
0,3,daheng_6mm,75,100,60,0,100,Medium,light,0.0,0.1
0,3,daheng_6mm,75,100,60,0,100,Small,light,0.0,0.0
1,0,daheng_6mm,75,100,60,0,100,Big,light,1.0,1.0
1,0,daheng_6mm,75,100,60,0,100,Medium,light,1.0,0.8666666666666667
1,0,daheng_6mm,75,100,60,0,100,Small,light,0.0,0.0
1,1,daheng_6mm,75,100,60,0,100,Big,light,1.0,1.0
1,1,daheng_6mm,75,100,60,0,100,Medium,light,1.0,1.0
1,1,daheng_6mm,75,100,60,0,100,Small,light,0.0,0.0
1,2,daheng_6mm,75,100,60,0,100,Big,light,0.0,0.0
1,2,daheng_6mm,75,100,60,0,100,Medium,light,0.0,0.0
1,2,daheng_6mm,75,100,60,0,100,Small,light,0.0,0.0
1,3,daheng_6mm,75,100,60,0,100,Big,light,1.0,1.0
1,3,daheng_6mm,75,100,60,0,100,Medium,light,1.0,1.0
1,3,daheng_6mm,75,100,60,0,100,Small,light,0.0,0.0
2,0,daheng_6mm,75,100,60,0,100,Big,light,1.0,0.5333333333333333
2,0,daheng_6mm,75,100,60,0,100,Medium,light,0.06666666666666667,0.0
2,0,daheng_6mm,75,100,60,0,100,Small,light,0.0,0.0
2,1,daheng_6mm,75,100,60,0,100,Big,light,1.0,1.0
2,1,daheng_6mm,75,100,60,0,100,Medium,light,0.0,0.0
2,1,daheng_6mm,75,100,60,0,100,Small,light,0.0,0.0
2,2,daheng_6mm,75,100,60,0,100,Big,light,0.0,0.0
2,2,daheng_6mm,75,100,60,0,100,Medium,light,0.0,0.0
2,2,daheng_6mm,75,100,60,0,100,Small,light,0.0,0.0
2,3,daheng_6mm,75,100,60,0,100,Big,light,0.5,0.8
2,3,daheng_6mm,75,100,60,0,100,Medium,light,1.0,0.7
2,3,daheng_6mm,75,100,60,0,100,Small,light,0.0,0.0
4,0,daheng_6mm,75,100,60,0,100,Big,light,0.06666666666666667,0.8666666666666667
4,0,daheng_6mm,75,100,60,0,100,Medium,light,0.0,0.0
4,0,daheng_6mm,75,100,60,0,100,Small,light,0.0,0.0
4,1,daheng_6mm,75,100,60,0,100,Big,light,0.0,0.9
4,1,daheng_6mm,75,100,60,0,100,Medium,light,0.0,0.16666666666666666
4,1,daheng_6mm,75,100,60,0,100,Small,light,0.0,0.0
4,2,daheng_6mm,75,100,60,0,100,Big,light,0.0,0.3333333333333333
4,2,daheng_6mm,75,100,60,0,100,Medium,light,0.0,0.0
4,2,daheng_6mm,75,100,60,0,100,Small,light,0.0,0.0
4,3,daheng_6mm,75,100,60,0,100,Big,light,0.03333333333333333,0.8333333333333334
4,3,daheng_6mm,75,100,60,0,100,Medium,light,0.0,0.0
4,3,daheng_6mm,75,100,60,0,100,Small,light,0.0,0.0
0,0,daheng_6mm,50,100,0,0,100,Big,dark,1.0,1.0
0,0,daheng_6mm,50,100,0,0,100,Medium,dark,1.0,1.0
0,0,daheng_6mm,50,100,0,0,100,Small,dark,1.0,0.9666666666666667
0,1,daheng_6mm,50,100,0,0,100,Big,dark,1.0,1.0
0,1,daheng_6mm,50,100,0,0,100,Medium,dark,1.0,1.0
0,1,daheng_6mm,50,100,0,0,100,Small,dark,0.03333333333333333,0.16666666666666666
0,2,daheng_6mm,50,100,0,0,100,Big,dark,0.0,1.0
0,2,daheng_6mm,50,100,0,0,100,Medium,dark,0.0,1.0
0,2,daheng_6mm,50,100,0,0,100,Small,dark,0.0,0.7333333333333333
0,3,daheng_6mm,50,100,0,0,100,Big,dark,1.0,1.0
0,3,daheng_6mm,50,100,0,0,100,Medium,dark,1.0,1.0
0,3,daheng_6mm,50,100,0,0,100,Small,dark,1.0,1.0
1,0,daheng_6mm,50,100,0,0,100,Big,dark,1.0,1.0
1,0,daheng_6mm,50,100,0,0,100,Medium,dark,1.0,1.0
1,0,daheng_6mm,50,100,0,0,100,Small,dark,1.0,0.9666666666666667
1,1,daheng_6mm,50,100,0,0,100,Big,dark,1.0,1.0
1,1,daheng_6mm,50,100,0,0,100,Medium,dark,1.0,1.0
1,1,daheng_6mm,50,100,0,0,100,Small,dark,1.0,0.6333333333333333
1,2,daheng_6mm,50,100,0,0,100,Big,dark,0.0,1.0
1,2,daheng_6mm,50,100,0,0,100,Medium,dark,0.0,1.0
1,2,daheng_6mm,50,100,0,0,100,Small,dark,0.0,0.8666666666666667
1,3,daheng_6mm,50,100,0,0,100,Big,dark,1.0,1.0
1,3,daheng_6mm,50,100,0,0,100,Medium,dark,1.0,1.0
1,3,daheng_6mm,50,100,0,0,100,Small,dark,1.0,1.0
2,0,daheng_6mm,50,100,0,0,100,Big,dark,1.0,1.0
2,0,daheng_6mm,50,100,0,0,100,Medium,dark,1.0,1.0
2,0,daheng_6mm,50,100,0,0,100,Small,dark,1.0,0.9666666666666667
2,1,daheng_6mm,50,100,0,0,100,Big,dark,1.0,1.0
2,1,daheng_6mm,50,100,0,0,100,Medium,dark,1.0,1.0
2,1,daheng_6mm,50,100,0,0,100,Small,dark,0.9666666666666667,0.9
2,2,daheng_6mm,50,100,0,0,100,Big,dark,0.0,1.0
2,2,daheng_6mm,50,100,0,0,100,Medium,dark,0.0,1.0
2,2,daheng_6mm,50,100,0,0,100,Small,dark,0.0,1.0
2,3,daheng_6mm,50,100,0,0,100,Big,dark,1.0,1.0
2,3,daheng_6mm,50,100,0,0,100,Medium,dark,1.0,1.0
2,3,daheng_6mm,50,100,0,0,100,Small,dark,1.0,1.0
4,0,daheng_6mm,50,100,0,0,100,Big,dark,0.7666666666666667,0.8333333333333334
4,0,daheng_6mm,50,100,0,0,100,Medium,dark,0.5333333333333333,0.8333333333333334
4,0,daheng_6mm,50,100,0,0,100,Small,dark,0.23333333333333334,0.3333333333333333
4,1,daheng_6mm,50,100,0,0,100,Big,dark,0.26666666666666666,0.6
4,1,daheng_6mm,50,100,0,0,100,Medium,dark,0.13333333333333333,0.4666666666666667
4,1,daheng_6mm,50,100,0,0,100,Small,dark,0.0,0.0
4,2,daheng_6mm,50,100,0,0,100,Big,dark,0.0,0.8666666666666667
4,2,daheng_6mm,50,100,0,0,100,Medium,dark,0.0,0.8333333333333334
4,2,daheng_6mm,50,100,0,0,100,Small,dark,0.03333333333333333,0.0
4,3,daheng_6mm,50,100,0,0,100,Big,dark,0.0,0.9666666666666667
4,3,daheng_6mm,50,100,0,0,100,Medium,dark,0.16666666666666666,1.0
4,3,daheng_6mm,50,100,0,0,100,Small,dark,0.6333333333333333,0.43333333333333335
0,0,daheng_6mm,50,100,0,60,100,Big,dark,1.0,0.43333333333333335
0,0,daheng_6mm,50,100,0,60,100,Medium,dark,1.0,0.1
0,0,daheng_6mm,50,100,0,60,100,Small,dark,0.06666666666666667,0.0
0,1,daheng_6mm,50,100,0,60,100,Big,dark,1.0,1.0
0,1,daheng_6mm,50,100,0,60,100,Medium,dark,1.0,1.0
0,1,daheng_6mm,50,100,0,60,100,Small,dark,0.0,0.0
0,2,daheng_6mm,50,100,0,60,100,Big,dark,0.0,1.0
0,2,daheng_6mm,50,100,0,60,100,Medium,dark,0.0,0.4666666666666667
0,2,daheng_6mm,50,100,0,60,100,Small,dark,0.0,0.0
0,3,daheng_6mm,50,100,0,60,100,Big,dark,1.0,1.0
0,3,daheng_6mm,50,100,0,60,100,Medium,dark,1.0,1.0
0,3,daheng_6mm,50,100,0,60,100,Small,dark,0.0,0.0
1,0,daheng_6mm,50,100,0,60,100,Big,dark,1.0,0.8666666666666667
1,0,daheng_6mm,50,100,0,60,100,Medium,dark,1.0,1.0
1,0,daheng_6mm,50,100,0,60,100,Small,dark,0.0,0.0
1,1,daheng_6mm,50,100,0,60,100,Big,dark,1.0,1.0
1,1,daheng_6mm,50,100,0,60,100,Medium,dark,1.0,1.0
1,1,daheng_6mm,50,100,0,60,100,Small,dark,0.0,0.0
1,2,daheng_6mm,50,100,0,60,100,Big,dark,0.0,1.0
1,2,daheng_6mm,50,100,0,60,100,Medium,dark,0.0,1.0
1,2,daheng_6mm,50,100,0,60,100,Small,dark,0.0,0.0
1,3,daheng_6mm,50,100,0,60,100,Big,dark,1.0,1.0
1,3,daheng_6mm,50,100,0,60,100,Medium,dark,1.0,1.0
1,3,daheng_6mm,50,100,0,60,100,Small,dark,0.0,0.0
2,0,daheng_6mm,50,100,0,60,100,Big,dark,0.4666666666666667,0.13333333333333333
2,0,daheng_6mm,50,100,0,60,100,Medium,dark,1.0,0.3
2,0,daheng_6mm,50,100,0,60,100,Small,dark,0.23333333333333334,0.03333333333333333
2,1,daheng_6mm,50,100,0,60,100,Big,dark,1.0,1.0
2,1,daheng_6mm,50,100,0,60,100,Medium,dark,1.0,1.0
2,1,daheng_6mm,50,100,0,60,100,Small,dark,0.0,0.0
2,2,daheng_6mm,50,100,0,60,100,Big,dark,0.0,1.0
2,2,daheng_6mm,50,100,0,60,100,Medium,dark,0.0,1.0
2,2,daheng_6mm,50,100,0,60,100,Small,dark,0.0,0.0
2,3,daheng_6mm,50,100,0,60,100,Big,dark,1.0,1.0
